Function_id	Function_name	Number_pathway	Pathway_ids	Pathway_names
K13954	alcohol dehydrogenase [EC:1.1.1.1]	6	ko00010 & ko00620 & ko00071 & ko00350 & ko00625 & ko00626	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Lipid metabolism;Fatty acid degradation & Metabolism;Amino acid metabolism;Tyrosine metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Chloroalkane and chloroalkene degradation & Metabolism;Xenobiotics biodegradation and metabolism;Naphthalene degradation
K18857	alcohol dehydrogenase class-P [EC:1.1.1.1]	5	ko00010 & ko00620 & ko00071 & ko00592 & ko00350	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Lipid metabolism;Fatty acid degradation & Metabolism;Lipid metabolism;alpha-Linolenic acid metabolism & Metabolism;Amino acid metabolism;Tyrosine metabolism
K00001	alcohol dehydrogenase [EC:1.1.1.1]	9	ko00010 & ko00620 & ko00071 & ko00350 & ko00830 & ko00625 & ko00626 & ko00980 & ko00982	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Lipid metabolism;Fatty acid degradation & Metabolism;Amino acid metabolism;Tyrosine metabolism & Metabolism;Metabolism of cofactors and vitamins;Retinol metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Chloroalkane and chloroalkene degradation & Metabolism;Xenobiotics biodegradation and metabolism;Naphthalene degradation & Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450 & Metabolism;Xenobiotics biodegradation and metabolism;Drug metabolism - cytochrome P450
K00002	alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	6	ko00010 & ko00040 & ko00053 & ko00620 & ko00561 & ko00930	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pentose and glucuronate interconversions & Metabolism;Carbohydrate metabolism;Ascorbate and aldarate metabolism & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Caprolactam degradation
K12957	alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183]	3	ko00010 & ko00620 & ko00907	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Metabolism of terpenoids and polyketides;Pinene, camphor and geraniol degradation
K13979	alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	3	ko00010 & ko00620 & ko00561	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Lipid metabolism;Glycerolipid metabolism
K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	4	ko00010 & ko00620 & ko00680 & ko00625	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Energy metabolism;Methane metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Chloroalkane and chloroalkene degradation
K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	4	ko00010 & ko00620 & ko00680 & ko00625	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Energy metabolism;Methane metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Chloroalkane and chloroalkene degradation
K00114	alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	3	ko00010 & ko00620 & ko00625	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Chloroalkane and chloroalkene degradation
K04022	alcohol dehydrogenase	2	ko00010 & ko00620	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism
K22473	alcohol dehydrogenase (quinone), dehydrogenase subunit [EC:1.1.5.5]	2	ko00010 & ko00620	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism
K22474	alcohol dehydrogenase (quinone), cytochrome c subunit [EC:1.1.5.5]	2	ko00010 & ko00620	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism
K00128	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	15	ko00010 & ko00053 & ko00620 & ko00071 & ko00561 & ko00280 & ko00310 & ko00330 & ko00340 & ko00380 & ko00410 & ko00770 & ko00981 & ko00903 & ko00625	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Ascorbate and aldarate metabolism & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Lipid metabolism;Fatty acid degradation & Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation & Metabolism;Amino acid metabolism;Lysine degradation & Metabolism;Amino acid metabolism;Arginine and proline metabolism & Metabolism;Amino acid metabolism;Histidine metabolism & Metabolism;Amino acid metabolism;Tryptophan metabolism & Metabolism;Metabolism of other amino acids;beta-Alanine metabolism & Metabolism;Metabolism of cofactors and vitamins;Pantothenate and CoA biosynthesis & Metabolism;Metabolism of terpenoids and polyketides;Insect hormone biosynthesis & Metabolism;Metabolism of terpenoids and polyketides;Limonene degradation & Metabolism;Xenobiotics biodegradation and metabolism;Chloroalkane and chloroalkene degradation
K14085	aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]	12	ko00010 & ko00053 & ko00620 & ko00071 & ko00561 & ko00260 & ko00280 & ko00310 & ko00330 & ko00340 & ko00380 & ko00410	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Ascorbate and aldarate metabolism & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Lipid metabolism;Fatty acid degradation & Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Amino acid metabolism;Glycine, serine and threonine metabolism & Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation & Metabolism;Amino acid metabolism;Lysine degradation & Metabolism;Amino acid metabolism;Arginine and proline metabolism & Metabolism;Amino acid metabolism;Histidine metabolism & Metabolism;Amino acid metabolism;Tryptophan metabolism & Metabolism;Metabolism of other amino acids;beta-Alanine metabolism
K00149	aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]	11	ko00010 & ko00053 & ko00620 & ko00071 & ko00561 & ko00280 & ko00310 & ko00330 & ko00340 & ko00380 & ko00410	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Ascorbate and aldarate metabolism & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Lipid metabolism;Fatty acid degradation & Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation & Metabolism;Amino acid metabolism;Lysine degradation & Metabolism;Amino acid metabolism;Arginine and proline metabolism & Metabolism;Amino acid metabolism;Histidine metabolism & Metabolism;Amino acid metabolism;Tryptophan metabolism & Metabolism;Metabolism of other amino acids;beta-Alanine metabolism
K00129	aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]	7	ko00010 & ko00340 & ko00350 & ko00360 & ko00410 & ko00980 & ko00982	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Amino acid metabolism;Histidine metabolism & Metabolism;Amino acid metabolism;Tyrosine metabolism & Metabolism;Amino acid metabolism;Phenylalanine metabolism & Metabolism;Metabolism of other amino acids;beta-Alanine metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450 & Metabolism;Xenobiotics biodegradation and metabolism;Drug metabolism - cytochrome P450
K00138	aldehyde dehydrogenase [EC:1.2.1.-]	2	ko00010 & ko00620	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism
K01895	acetyl-CoA synthetase [EC:6.2.1.1]	6	ko00010 & ko00620 & ko00630 & ko00640 & ko00720 & ko00680	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism & Metabolism;Carbohydrate metabolism;Propanoate metabolism & Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes & Metabolism;Energy metabolism;Methane metabolism
K01913	acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]	4	ko00010 & ko00620 & ko00630 & ko00650	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism & Metabolism;Carbohydrate metabolism;Butanoate metabolism
K01905	acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]	3	ko00010 & ko00620 & ko00640	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Carbohydrate metabolism;Propanoate metabolism
K22224	acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]	3	ko00010 & ko00620 & ko00640	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Carbohydrate metabolism;Propanoate metabolism
K24012	acetate---CoA ligase (ADP-forming) [EC:6.2.1.13]	3	ko00010 & ko00620 & ko00640	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Carbohydrate metabolism;Propanoate metabolism
K01785	aldose 1-epimerase [EC:5.1.3.3]	2	ko00010 & ko00052	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Galactose metabolism
K01085	glucose-1-phosphatase [EC:3.1.3.10]	1	ko00010	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis
K20866	glucose-1-phosphatase [EC:3.1.3.10]	1	ko00010	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis
K01835	phosphoglucomutase [EC:5.4.2.2]	7	ko00010 & ko00030 & ko00052 & ko00500 & ko00520 & ko00230 & ko00521	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pentose phosphate pathway & Metabolism;Carbohydrate metabolism;Galactose metabolism & Metabolism;Carbohydrate metabolism;Starch and sucrose metabolism & Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism & Metabolism;Nucleotide metabolism;Purine metabolism & Metabolism;Biosynthesis of other secondary metabolites;Streptomycin biosynthesis
K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	8	ko00010 & ko00030 & ko00051 & ko00052 & ko00500 & ko00520 & ko00230 & ko00521	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pentose phosphate pathway & Metabolism;Carbohydrate metabolism;Fructose and mannose metabolism & Metabolism;Carbohydrate metabolism;Galactose metabolism & Metabolism;Carbohydrate metabolism;Starch and sucrose metabolism & Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism & Metabolism;Nucleotide metabolism;Purine metabolism & Metabolism;Biosynthesis of other secondary metabolites;Streptomycin biosynthesis
K15779	phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7]	6	ko00010 & ko00030 & ko00052 & ko00500 & ko00520 & ko00230	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pentose phosphate pathway & Metabolism;Carbohydrate metabolism;Galactose metabolism & Metabolism;Carbohydrate metabolism;Starch and sucrose metabolism & Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism & Metabolism;Nucleotide metabolism;Purine metabolism
K01084	glucose-6-phosphatase [EC:3.1.3.9]	3	ko00010 & ko00052 & ko00500	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Galactose metabolism & Metabolism;Carbohydrate metabolism;Starch and sucrose metabolism
K00886	polyphosphate glucokinase [EC:2.7.1.63]	2	ko00010 & ko00520	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism
K08074	ADP-dependent glucokinase [EC:2.7.1.147]	1	ko00010	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis
K01792	glucose-6-phosphate 1-epimerase [EC:5.1.3.15]	1	ko00010	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis
K01837	bisphosphoglycerate/phosphoglycerate mutase [EC:5.4.2.4 5.4.2.11]	2	ko00010 & ko00260	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Amino acid metabolism;Glycine, serine and threonine metabolism
K03103	multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase [EC:3.1.3.62 3.1.3.80]	2	ko00010 & ko00562	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Inositol phosphate metabolism
K11389	glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6]	1	ko00010	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis
K00131	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	2	ko00010 & ko00030	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pentose phosphate pathway
K18978	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]	2	ko00010 & ko00030	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pentose phosphate pathway
K01596	phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]	3	ko00010 & ko00020 & ko00620	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Citrate cycle (TCA cycle) & Metabolism;Carbohydrate metabolism;Pyruvate metabolism
K01610	phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	4	ko00010 & ko00020 & ko00620 & ko00710	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Citrate cycle (TCA cycle) & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Energy metabolism;Carbon fixation in photosynthetic organisms
K01222	6-phospho-beta-glucosidase [EC:3.2.1.86]	2	ko00010 & ko00500	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Starch and sucrose metabolism
K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	2	ko00010 & ko00500	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Starch and sucrose metabolism
K02777	sugar PTS system EIIA component [EC:2.7.1.-]	3	ko00010 & ko00500 & ko00520	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Starch and sucrose metabolism & Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism
K02779	glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]	2	ko00010 & ko00520	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism
K02791	maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]	3	ko00010 & ko00500 & ko00520	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Starch and sucrose metabolism & Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism
K20118	glucose PTS system EIICBA or EIICB component [EC:2.7.1.199]	2	ko00010 & ko00520	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism
K02753	beta-glucoside (arbutin/salicin/cellobiose) PTS system EIICB component [EC:2.7.1.-]	1	ko00010	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis
K01647	citrate synthase [EC:2.3.3.1]	2	ko00020 & ko00630	Metabolism;Carbohydrate metabolism;Citrate cycle (TCA cycle) & Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism
K01648	ATP citrate (pro-S)-lyase [EC:2.3.3.8]	2	ko00020 & ko00720	Metabolism;Carbohydrate metabolism;Citrate cycle (TCA cycle) & Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K15230	ATP-citrate lyase alpha-subunit [EC:2.3.3.8]	2	ko00020 & ko00720	Metabolism;Carbohydrate metabolism;Citrate cycle (TCA cycle) & Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K15231	ATP-citrate lyase beta-subunit [EC:2.3.3.8]	2	ko00020 & ko00720	Metabolism;Carbohydrate metabolism;Citrate cycle (TCA cycle) & Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K05942	citrate (Re)-synthase [EC:2.3.3.3]	1	ko00020	Metabolism;Carbohydrate metabolism;Citrate cycle (TCA cycle)
K01681	aconitate hydratase [EC:4.2.1.3]	3	ko00020 & ko00630 & ko00720	Metabolism;Carbohydrate metabolism;Citrate cycle (TCA cycle) & Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism & Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K01682	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	4	ko00020 & ko00630 & ko00640 & ko00720	Metabolism;Carbohydrate metabolism;Citrate cycle (TCA cycle) & Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism & Metabolism;Carbohydrate metabolism;Propanoate metabolism & Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K00031	isocitrate dehydrogenase [EC:1.1.1.42]	3	ko00020 & ko00720 & ko00480	Metabolism;Carbohydrate metabolism;Citrate cycle (TCA cycle) & Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes & Metabolism;Metabolism of other amino acids;Glutathione metabolism
K00030	isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	1	ko00020	Metabolism;Carbohydrate metabolism;Citrate cycle (TCA cycle)
K17753	isocitrate--homoisocitrate dehydrogenase [EC:1.1.1.286]	2	ko00020 & ko00300	Metabolism;Carbohydrate metabolism;Citrate cycle (TCA cycle) & Metabolism;Amino acid metabolism;Lysine biosynthesis
