classification	db_link	observation_name	observation_sum	BHT0.LOT01	BHT0.LOT03	BHT0.LOT04	BHT0.LOT05	BHT0.LOT06	BHT0.LOT07	BHT0.LOT08	BHT0.LOT10	CDT0.LOT02	CDT0.LOT04	CDT0.LOT05	CDT0.LOT06	CDT0.LOT07	CDT0.LOT08	CDT0.LOT09	CDT0.LOT10	DLT0.LOT01	DLT0.LOT03	DLT0.LOT04	DLT0.LOT05	DLT0.LOT06	DLT0.LOT07	DLT0.LOT08	DLT0.LOT10	FCT0.LOT01	FCT0.LOT02	FCT0.LOT03	FCT0.LOT05	FCT0.LOT06	FCT0.LOT07	FCT0.LOT08	FCT0.LOT10	FST0.LOT01	FST0.LOT02	FST0.LOT03	FST0.LOT05	FST0.LOT06	FST0.LOT07	FST0.LOT08	FST0.LOT10	MVT0.LOT01	MVT0.LOT03	MVT0.LOT05	MVT0.LOT06	MVT0.LOT07	MVT0.LOT08	MVT0.LOT09	MVT0.LOT10	SFT0.LOT01	SFT0.LOT02	SFT0.LOT03	SFT0.LOT04	SFT0.LOT05	SFT0.LOT06	SFT0.LOT07	SFT0.LOT08	VHT0.LOT01	VHT0.LOT02	VHT0.LOT03	VHT0.LOT04	VHT0.LOT06	VHT0.LOT07	VHT0.LOT08	VHT0.LOT10
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating)	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.343	EC:1.1.1.343	269474.2	5928.67	2646.67	3507.83	5733.0	5875.17	4765.33	3953.83	4900.5	2385.17	312.6	607.1700000000002	730.93	57.4	3212.33	32.8	177.0	6035.0	6453.0	952.17	4755.67	4387.83	2123.17	5342.67	3172.83	3005.67	570.83	5999.17	4706.17	869.5	5277.0	2836.17	343.0	5006.67	4492.67	4274.67	4069.67	4356.0	5888.83	5529.67	4464.83	6660.67	6672.67	1907.83	3424.5	1328.5	3027.0	9816.5	13508.0	1446.83	7742.0	5713.17	8365.17	9781.33	772.83	2735.0	1440.83	7457.67	4943.67	4183.17	5362.8	3594.8	6537.0	7746.0	5567.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming)	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.346	EC:1.1.1.346	22275.0	146.0	1251.0	263.0	327.0	180.0	118.0	293.0	86.0	0.0	5.0	179.0	212.0	5.0	1.0	0.0	77.0	49.0	26.0	105.0	148.0	69.0	430.0	42.0	287.0	0.0	23.0	13.0	58.0	43.0	61.0	64.0	37.0	3265.0	653.0	723.0	676.0	1305.0	2284.0	3068.0	3127.0	71.0	216.0	378.0	846.0	210.0	190.0	122.0	13.0	3.0	173.0	34.0	105.0	86.0	1.0	14.0	16.0	3.0	6.0	54.0	6.0	9.0	9.0	3.0	8.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;3-hydroxyacyl-CoA dehydrogenase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.35	EC:1.1.1.35	14632.4	7.34	1.34	7.66	22.0	12.34	6.66	11.66	1.0	0.34	1.0	6.34	9.66	0.0	0.66	1.0	0.0	0.0	3.0	3.34	3.34	38.66	72.34	1.34	1.66	2016.34	272.66	96.34	154.34	52.0	47.0	1615.34	153.0	19.34	169.34	115.34	131.34	956.0	91.66	58.34	24.66	7.34	4.34	9.66	7.0	636.0	14.0	2.0	4.0	2231.66	62.0	528.34	49.34	80.66	1483.66	1970.0	1329.66	7.34	1.34	2.34	4.0	3.0	3.0	4.0	2.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Acetoacetyl-CoA reductase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.36	EC:1.1.1.36	10444.4	7.34	1.34	7.66	6.0	6.34	6.66	9.66	1.0	0.34	0.0	0.34	0.66	0.0	0.66	0.0	0.0	0.0	0.0	2.34	1.34	1.66	2.34	1.34	1.66	21.34	271.66	96.34	142.34	9.0	6.0	170.34	144.0	7.34	59.34	59.34	51.34	940.0	11.66	3.34	13.66	1.34	1.34	5.66	3.0	627.0	6.0	1.0	0.0	2231.66	62.0	528.34	42.34	76.66	1483.66	1970.0	1329.66	3.34	1.34	2.34	0.0	0.0	0.0	0.0	2.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Glucose-6-phosphate dehydrogenase (NAD(P)(+))	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.363	EC:1.1.1.363	199466.69999999998	4638.67	2451.67	2789.83	4594.5	4940.67	3878.83	3335.83	4133.5	1227.67	198.8	535.1700000000002	622.6299999999999	46.2	2084.83	25.9	143.5	6021.0	6443.5	848.67	4610.67	4262.33	1871.67	5313.17	2999.33	911.67	431.83	3033.17	2438.17	710.0	2694.5	1289.67	237.5	4726.67	2626.67	2587.67	2472.17	3179.0	5450.83	4680.67	3929.83	3415.17	3502.67	1187.83	2165.0	997.5	1646.0	4981.0	6763.0	1325.33	4629.0	4332.17	4911.17	5510.83	760.83	1926.0	1270.33	7137.17	4339.17	3119.17	4687.4	3159.9	6320.5	7410.5	4550.5
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;D-chiro-inositol 1-dehydrogenase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.369	EC:1.1.1.369	122396.0	937.0	1653.0	696.0	1238.0	1412.0	771.0	734.0	2707.0	2596.0	456.0	1591.0	640.0	5634.0	1016.0	1943.0	3546.0	6007.0	6415.0	741.0	4460.0	4164.0	1669.0	5283.0	2654.0	799.0	137.0	19.0	109.0	577.0	145.0	1093.0	69.0	4296.0	710.0	821.0	813.0	1492.0	4758.0	3794.0	3364.0	141.0	312.0	435.0	901.0	358.0	235.0	134.0	17.0	45.0	994.0	2365.0	701.0	754.0	4.0	48.0	387.0	6611.0	3101.0	1158.0	3802.0	2019.0	5993.0	6744.0	3178.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Malate dehydrogenase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.37	EC:1.1.1.37	31685.200000000004	149.67	1251.67	266.83	346.0	189.17	121.33	299.83	86.5	0.17	6.0	185.17	221.33	5.0	1.33	1.0	77.0	49.0	29.0	107.17	150.67	106.83	501.17	42.67	287.83	2005.67	159.83	61.17	141.17000000000004	90.5	105.0	1594.17	118.0	3280.67	792.6700000000002	808.67	781.67	1791.0	2369.83	3124.67	3144.83	77.67	219.67	384.83	851.5	532.5	201.0	123.5	17.0	1118.83	204.0	298.17	133.17000000000002	128.32999999999998	742.83	999.0	680.83	8.67	6.67	55.17	10.0	12.0	12.0	7.0	9.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Malate dehydrogenase (oxaloacetate-decarboxylating)	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.38	EC:1.1.1.38	282946.89999999997	5130.34	3773.34	3127.66	5142.5	5204.84	4199.16	3747.66	4319.0	3759.84	580.8	1887.34	1001.96	5660.2	2209.16	1950.9	3667.5	6084.0	6473.5	1056.84	4897.34	4417.16	2469.84	5380.84	3402.16	924.34	725.6600000000002	3126.34	2588.34	871.5	2827.5	1536.84	439.5	8033.34	4991.34	4938.34	4668.84	4974.0	7792.66	7764.34	7084.66	6711.84	6875.34	2268.66	4212.5	1807.0	3197.0	9850.5	13498.0	2550.16	7600.0	5746.34	7825.34	9478.16	1514.66	3663.0	2042.16	7219.84	4361.84	3293.34	4746.4	3198.9	6375.5	7474.5	4604.5
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;(R,R)-butanediol dehydrogenase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.4	EC:1.1.1.4	114798.5	1712.0	510.5	1054.5	1810.5	2043.5	1340.0	918.0	3277.0	2597.5	459.5	1454.0	468.0	5637.5	1022.0	1945.5	3494.5	5958.0	6389.0	636.5	4316.5	4098.0	1249.5	5242.5	2422.5	799.0	116.5	7.0	51.0	535.5	84.5	1031.0	33.0	1226.5	131.0	130.0	158.5	1323.0	2757.0	1499.5	738.0	80.5	105.5	69.5	106.5	182.5	50.5	94.5	14.0	57.5	1167.0	2596.0	1254.0	1091.5	4.0	105.0	450.5	6846.5	3682.0	2040.0	4408.5	2410.5	6151.5	7011.0	4141.5
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.40	EC:1.1.1.40	9410.2	3.67	0.67	3.83	19.0	9.17	3.33	6.83	0.5	0.17	1.0	6.17	9.33	0.0	0.33	1.0	0.0	0.0	3.0	2.17	2.67	37.83	71.17	0.67	0.83	2005.67	136.83	48.17	83.17	47.5	44.0	1530.17	81.0	15.67	139.67000000000002	85.67	105.67	486.0	85.83	56.67	17.83	6.67	3.67	6.83	5.5	322.5	11.0	1.5	4.0	1115.83	31.0	264.17	28.17	42.33	741.83	985.0	664.83	5.67	0.67	1.17	4.0	3.0	3.0	4.0	1.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Isocitrate dehydrogenase (NADP(+))	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.42	EC:1.1.1.42	137835.2	3348.67	2256.67	2071.83	3488.0	4018.17	2992.33	2721.83	3366.5	70.17	87.0	475.17	532.3299999999998	35.0	957.33	21.0	110.0	6007.0	6440.0	747.17	4469.67	4210.83	1760.17	5283.67	2825.83	2807.67	294.8300000000001	67.17	194.17	636.5	194.0	2633.17	150.0	4470.67	980.67	1012.67	1034.67	2034.0	5172.83	3941.67	3416.83	181.67	338.67	475.83	913.5	684.5	281.0	147.5	26.0	1203.83	1516.0	2951.17	1471.17	1248.33	748.83	1117.0	1099.83	6824.67	3734.67	2055.17	4020.0	2731.0	6110.0	7083.0	3534.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.44	EC:1.1.1.44	269474.2	5928.67	2646.67	3507.83	5733.0	5875.17	4765.33	3953.83	4900.5	2385.17	312.6	607.1700000000002	730.93	57.4	3212.33	32.8	177.0	6035.0	6453.0	952.17	4755.67	4387.83	2123.17	5342.67	3172.83	3005.67	570.83	5999.17	4706.17	869.5	5277.0	2836.17	343.0	5006.67	4492.67	4274.67	4069.67	4356.0	5888.83	5529.67	4464.83	6660.67	6672.67	1907.83	3424.5	1328.5	3027.0	9816.5	13508.0	1446.83	7742.0	5713.17	8365.17	9781.33	772.83	2735.0	1440.83	7457.67	4943.67	4183.17	5362.8	3594.8	6537.0	7746.0	5567.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Glucose-6-phosphate dehydrogenase (NADP(+))	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.49	EC:1.1.1.49	199466.69999999998	4638.67	2451.67	2789.83	4594.5	4940.67	3878.83	3335.83	4133.5	1227.67	198.8	535.1700000000002	622.6299999999999	46.2	2084.83	25.9	143.5	6021.0	6443.5	848.67	4610.67	4262.33	1871.67	5313.17	2999.33	911.67	431.83	3033.17	2438.17	710.0	2694.5	1289.67	237.5	4726.67	2626.67	2587.67	2472.17	3179.0	5450.83	4680.67	3929.83	3415.17	3502.67	1187.83	2165.0	997.5	1646.0	4981.0	6763.0	1325.33	4629.0	4332.17	4911.17	5510.83	760.83	1926.0	1270.33	7137.17	4339.17	3119.17	4687.4	3159.9	6320.5	7410.5	4550.5
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Fructuronate reductase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.57	EC:1.1.1.57	27497.2	149.67	1251.67	266.83	330.0	183.17	121.33	297.83	86.5	0.17	5.0	179.17	212.33	5.0	1.33	0.0	77.0	49.0	26.0	106.17	148.67	69.83	431.17	42.67	287.83	10.67	158.83	61.17	129.17000000000002	47.5	64.0	149.17000000000004	109.0	3268.67	682.67	752.67	701.67	1775.0	2289.83	3069.67	3133.83	71.67	216.67	380.83	847.5	523.5	193.0	122.5	13.0	1118.83	204.0	298.17	126.17	124.33	742.83	999.0	680.83	4.67	6.67	55.17	6.0	9.0	9.0	3.0	9.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Tagaturonate reductase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.58	EC:1.1.1.58	4188.0	0.0	0.0	0.0	16.0	6.0	0.0	2.0	0.0	0.0	1.0	6.0	9.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	2.0	37.0	70.0	0.0	0.0	1995.0	1.0	0.0	12.0	43.0	41.0	1445.0	9.0	12.0	110.0	56.0	80.0	16.0	80.0	55.0	11.0	6.0	3.0	4.0	4.0	9.0	8.0	1.0	4.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	3.0	3.0	4.0	0.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Glycerol dehydrogenase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.6	EC:1.1.1.6	10444.4	7.34	1.34	7.66	6.0	6.34	6.66	9.66	1.0	0.34	0.0	0.34	0.66	0.0	0.66	0.0	0.0	0.0	0.0	2.34	1.34	1.66	2.34	1.34	1.66	21.34	271.66	96.34	142.34	9.0	6.0	170.34	144.0	7.34	59.34	59.34	51.34	940.0	11.66	3.34	13.66	1.34	1.34	5.66	3.0	627.0	6.0	1.0	0.0	2231.66	62.0	528.34	42.34	76.66	1483.66	1970.0	1329.66	3.34	1.34	2.34	0.0	0.0	0.0	0.0	2.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Gluconate 5-dehydrogenase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.69	EC:1.1.1.69	20440.0	54.0	33.0	51.0	26.0	78.0	1.0	52.0	24.0	0.0	140.0	6.0	16.0	1.0	37.0	5.0	0.0	0.0	8.0	1.0	3.0	38.0	78.0	6.0	6.0	2189.0	2.0	5866.0	4482.0	45.0	4985.0	1448.0	14.0	81.0	110.0	58.0	82.0	26.0	126.0	68.0	15.0	14.0	6.0	11.0	12.0	12.0	27.0	11.0	22.0	0.0	0.0	0.0	9.0	4.0	0.0	0.0	0.0	4.0	3.0	18.0	15.0	3.0	3.0	5.0	0.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;(S,S)-butanediol dehydrogenase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.76	EC:1.1.1.76	157220.0	2975.0	689.0	1747.0	2928.0	2936.0	2226.0	1509.0	4032.0	1223.0	128.8	371.0	437.8	41.2	2010.0	25.4	89.0	5972.0	6393.0	739.0	4459.0	4186.0	1427.0	5269.0	2593.0	801.0	254.0	40.0	72.0	651.0	154.0	1131.0	127.0	1460.0	1887.0	1760.0	1675.0	2479.0	3092.0	2287.0	1260.0	3316.0	3271.0	782.0	1358.0	503.0	1414.0	4924.0	6746.0	179.0	4280.0	3977.0	4700.0	5358.0	16.0	914.0	621.0	7163.0	4285.0	3095.0	5074.4	2842.4	6365.0	7342.0	5158.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;3-isopropylmalate dehydrogenase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.85	EC:1.1.1.85	171972.7	4269.67	2365.17	2693.33	4403.5	4835.67	3679.33	3200.83	4022.5	2603.67	470.5	1672.17	707.3299999999998	5650.5	1085.33	1948.5	3574.5	6007.0	6443.0	748.67	4476.17	4250.83	1840.67	5285.17	2881.33	4802.67	298.3300000000001	68.17	206.17	681.0	235.5	4080.17	160.0	4678.17	1164.67	1100.67	1136.17	3186.0	5535.83	4770.17	3928.83	198.17	351.17	492.33	969.0	728.0	294.5	231.0	40.0	1219.33	1862.0	3216.17	2136.17	1675.83	749.83	1188.0	1179.33	7067.17	4321.67	2991.17	4636.5	3134.5	6280.5	7357.0	4505.5
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Ketol-acid reductoisomerase (NADP(+))	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.86	EC:1.1.1.86	153107.2	3348.67	2256.67	2071.83	3488.0	4018.17	2992.33	2721.83	3366.5	2602.17	461.0	1624.17	658.3299999999998	5642.0	1078.33	1945.0	3549.0	6007.0	6440.0	747.17	4469.67	4210.83	1760.17	5283.67	2825.83	2807.67	294.8300000000001	67.17	194.17	636.5	194.0	2633.17	150.0	4470.67	980.67	1012.67	1034.67	2034.0	5172.83	3941.67	3416.83	181.67	338.67	475.83	913.5	684.5	281.0	147.5	26.0	1203.83	1516.0	2951.17	1471.17	1248.33	748.83	1117.0	1099.83	6824.67	3734.67	2055.17	4020.0	2731.0	6110.0	7083.0	3534.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Hydroxymethylglutaryl-CoA reductase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.88	EC:1.1.1.88	154856.5	2081.0	597.0	1151.0	2049.5	2166.5	1539.5	1059.0	3388.0	1221.5	190.8	335.0	410.3	33.2	2021.5	25.9	63.5	5972.0	6398.5	739.5	4457.0	4220.5	1490.5	5270.5	2540.5	2893.0	253.0	2972.0	2319.0	693.5	2666.5	2575.5	137.5	1311.0	1923.0	1785.0	1734.5	1364.0	2912.0	1575.0	772.0	3315.5	3266.0	777.0	1314.5	479.0	1426.0	4847.5	6749.0	163.5	3934.0	3712.0	4050.0	4938.5	15.0	843.0	541.5	6928.5	3699.5	2168.0	4471.4	2444.9	6200.5	7076.5	4186.5
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Aryl-alcohol dehydrogenase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.90	EC:1.1.1.90	40711.0	342.0	70.0	71.0	218.0	81.0	199.0	114.0	99.0	0.0	3.0	24.0	41.0	2.0	2.0	1.0	8.0	14.0	4.0	102.0	138.0	85.0	167.0	25.0	115.0	2.0	135.0	32.0	21.0	114.0	69.0	98.0	93.0	38.0	1682.0	1598.0	1495.0	20.0	52.0	14.0	21.0	3225.0	3156.0	700.0	1200.0	286.0	1358.0	4747.0	6722.0	106.0	2767.0	1116.0	2788.0	3843.0	11.0	738.0	91.0	78.0	16.0	119.0	53.0	30.0	46.0	61.0	45.0
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Glycerol-3-phosphate dehydrogenase (NAD(P)(+))	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.94	EC:1.1.1.94	218926.69999999998	4638.67	2451.67	2789.83	4610.5	4946.67	3878.83	3337.83	4133.5	3759.67	573.8	1690.17	757.6299999999999	5653.2	2205.83	1950.9	3582.5	6021.0	6446.5	849.67	4612.67	4299.33	1941.67	5313.17	2999.33	2906.67	432.83	3033.17	2450.17	753.0	2735.5	2734.67	246.5	4738.67	2736.67	2643.67	2552.17	3195.0	5530.83	4735.67	3940.83	3421.17	3505.67	1191.83	2169.0	1006.5	1654.0	4982.0	6767.0	1325.33	4629.0	4332.17	4918.17	5514.83	760.83	1926.0	1270.33	7141.17	4339.17	3119.17	4691.4	3162.9	6323.5	7414.5	4550.5
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;Phosphoglycerate dehydrogenase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.95	EC:1.1.1.95	283773.69999999995	6599.67	3903.17	4270.33	6763.5	6725.67	5370.33	4563.83	5519.5	5138.67	870.5	3114.17	1175.33	11281.5	1223.33	3879.5	7149.5	6070.0	6476.0	957.67	4773.17	4447.83	2528.67	5355.17	3394.33	6799.67	462.33	115.17	297.17	884.0	407.5	5691.17	301.0	8384.17	3757.67	3541.67	3430.17	6799.0	8517.83	9454.17	8089.83	3521.17	3745.17	1599.33	3122.0	1302.0	1861.5	5266.0	6799.0	1359.33	5494.0	4896.17	6352.17	6455.83	763.83	2082.0	1445.33	7629.17	5517.67	5036.17	5924.5	3977.5	6673.5	7965.0	6501.5
Oxidoreductases;Acting on the CH-OH group of donors;With a cytochrome as acceptor;L-lactate dehydrogenase (cytochrome)	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.2.3	EC:1.1.2.3	10444.4	7.34	1.34	7.66	6.0	6.34	6.66	9.66	1.0	0.34	0.0	0.34	0.66	0.0	0.66	0.0	0.0	0.0	0.0	2.34	1.34	1.66	2.34	1.34	1.66	21.34	271.66	96.34	142.34	9.0	6.0	170.34	144.0	7.34	59.34	59.34	51.34	940.0	11.66	3.34	13.66	1.34	1.34	5.66	3.0	627.0	6.0	1.0	0.0	2231.66	62.0	528.34	42.34	76.66	1483.66	1970.0	1329.66	3.34	1.34	2.34	0.0	0.0	0.0	0.0	2.0
Oxidoreductases;Acting on the CH-OH group of donors;With oxygen as acceptor;(S)-2-hydroxy-acid oxidase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.3.15	EC:1.1.3.15	21301.0	2408.0	603.0	1372.0	2231.0	2597.0	2218.0	1981.0	659.0	6.0	4.0	27.0	9.0	8.0	62.0	1.0	3.0	0.0	22.0	4.0	7.0	9.0	20.0	0.0	171.0	3.0	21.0	0.0	2.0	12.0	5.0	10.0	0.0	159.0	131.0	106.0	116.0	56.0	329.0	91.0	35.0	34.0	23.0	34.0	7.0	4.0	35.0	12.0	5.0	43.0	491.0	322.0	742.0	452.0	3.0	84.0	48.0	208.0	633.0	896.0	214.0	709.0	114.0	335.0	355.0
Oxidoreductases;Acting on the CH-OH group of donors;With oxygen as acceptor;Glycerol-3-phosphate oxidase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.3.21	EC:1.1.3.21	70138.0	2777.0	689.5	1468.5	2454.0	2714.0	2417.5	2120.0	770.0	6.0	76.5	51.0	53.5	10.5	82.5	4.0	11.0	14.0	28.5	106.0	145.5	94.5	191.0	28.0	289.0	102.0	156.5	2965.0	2258.0	127.0	2546.0	109.5	95.5	231.5	1813.0	1705.0	1612.0	81.0	404.0	111.5	58.0	3263.0	3180.5	737.5	1211.0	291.5	1402.5	4764.0	6736.0	149.0	3258.0	1438.0	3531.0	4295.0	14.0	822.0	139.0	286.0	650.5	1024.0	272.5	739.0	160.0	396.5	400.0
Oxidoreductases;Acting on the CH-OH group of donors;With a quinone or similar compound as acceptor;Glycerol-3-phosphate dehydrogenase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.5.3	EC:1.1.5.3	236671.80000000002	1612.6799999999996	4244.18	1333.82	2127.0	1901.68	1219.8200000000004	1478.32	2992.0	2596.68	538.5	1973.68	1109.82	5646.5	1039.8200000000004	1946.0	3708.0	6119.0	6473.5	1057.6799999999996	4897.18	4390.82	2704.6800000000007	5397.68	3349.32	940.68	861.82	3202.68	2765.6800000000007	796.0	2820.0	1661.18	526.5	10913.18	3816.68	3984.68	3763.68	6007.0	9424.32	9957.18	9668.32	3514.68	3904.18	1905.82	3803.0	2319.5	1994.5	5132.0	6774.0	4620.32	4231.0	4605.68	3784.68	4922.32	2984.32	4754.0	3169.32	6701.68	3133.18	1398.68	3872.5	2067.0	6057.0	6811.5	3243.0
Oxidoreductases;Acting on the CH-OH group of donors;With a quinone or similar compound as acceptor;Malate dehydrogenase (quinone)	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.5.4	EC:1.1.5.4	4188.0	0.0	0.0	0.0	16.0	6.0	0.0	2.0	0.0	0.0	1.0	6.0	9.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	2.0	37.0	70.0	0.0	0.0	1995.0	1.0	0.0	12.0	43.0	41.0	1445.0	9.0	12.0	110.0	56.0	80.0	16.0	80.0	55.0	11.0	6.0	3.0	4.0	4.0	9.0	8.0	1.0	4.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	3.0	3.0	4.0	0.0
Oxidoreductases;Acting on the CH-OH group of donors;With NA physiological acceptors;Choline dehydrogenase	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.99.1	EC:1.1.99.1	5222.2	3.67	0.67	3.83	3.0	3.17	3.33	4.83	0.5	0.17	0.0	0.17	0.33	0.0	0.33	0.0	0.0	0.0	0.0	1.17	0.67	0.83	1.17	0.67	0.83	10.67	135.83	48.17	71.17	4.5	3.0	85.17	72.0	3.67	29.67	29.67	25.67	470.0	5.83	1.67	6.83	0.67	0.67	2.83	1.5	313.5	3.0	0.5	0.0	1115.83	31.0	264.17	21.17	38.33	741.83	985.0	664.83	1.67	0.67	1.17	0.0	0.0	0.0	0.0	1.0
Oxidoreductases;Acting on a peroxide as acceptor;Peroxidases;NADH peroxidase	https://www.genome.jp/dbget-bin/www_bget?EC:1.11.1.1	EC:1.11.1.1	40711.0	342.0	70.0	71.0	218.0	81.0	199.0	114.0	99.0	0.0	3.0	24.0	41.0	2.0	2.0	1.0	8.0	14.0	4.0	102.0	138.0	85.0	167.0	25.0	115.0	2.0	135.0	32.0	21.0	114.0	69.0	98.0	93.0	38.0	1682.0	1598.0	1495.0	20.0	52.0	14.0	21.0	3225.0	3156.0	700.0	1200.0	286.0	1358.0	4747.0	6722.0	106.0	2767.0	1116.0	2788.0	3843.0	11.0	738.0	91.0	78.0	16.0	119.0	53.0	30.0	46.0	61.0	45.0
Oxidoreductases;Acting on a peroxide as acceptor;Peroxidases;Catalase peroxidase	https://www.genome.jp/dbget-bin/www_bget?EC:1.11.1.21	EC:1.11.1.21	9410.2	3.67	0.67	3.83	19.0	9.17	3.33	6.83	0.5	0.17	1.0	6.17	9.33	0.0	0.33	1.0	0.0	0.0	3.0	2.17	2.67	37.83	71.17	0.67	0.83	2005.67	136.83	48.17	83.17	47.5	44.0	1530.17	81.0	15.67	139.67000000000002	85.67	105.67	486.0	85.83	56.67	17.83	6.67	3.67	6.83	5.5	322.5	11.0	1.5	4.0	1115.83	31.0	264.17	28.17	42.33	741.83	985.0	664.83	5.67	0.67	1.17	4.0	3.0	3.0	4.0	1.0
Oxidoreductases;Acting on a peroxide as acceptor;Peroxidases;Cytochrome-c peroxidase	https://www.genome.jp/dbget-bin/www_bget?EC:1.11.1.5	EC:1.11.1.5	24042.600000000002	11.01	2.01	11.49	41.0	21.51	9.99	18.49	1.5	0.51	2.0	12.51	18.99	0.0	0.99	2.0	0.0	0.0	6.0	5.51	6.01	76.49	143.51	2.01	2.49	4022.01	409.49	144.51	237.51	99.5	91.0	3145.51	234.0	35.01	309.01	201.01	237.01	1442.0	177.49	115.01	42.49	14.01	8.01	16.490000000000002	12.5	958.5	25.0	3.5	8.0	3347.49	93.0	792.51	77.51	122.99	2225.49	2955.0	1994.49	13.01	2.01	3.51	8.0	6.0	6.0	8.0	3.0
