#rdp_tax_and_bootstrap	blast_subject	blast_evalue	blast_len	blast_perc_query_coverage	blast_perc_identity	blast_taxonomy	seed_id	observation_name	observation_sum	sampleA_R1	sampleB_R1
Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Bacillales;(1.0);Staphylococcaceae;(1.0);Staphylococcus;(1.0);	KC001229.1.1327	0.0	386	100.0	100.0	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;unidentified marine bacterioplankton	ERR619083.M00704:57:000000000-A5HJE:1:1101:12000:2130.1	Cluster_1	116269	16269	100000
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2112:4607:12487.1	Cluster_127	3	3	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:23637:22348.1	Cluster_128	23	23	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:8024:15468.1	Cluster_129	15	15	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:4506:13723.1	Cluster_130	6	6	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:11378:20825.1	Cluster_131	3	3	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:22196:20821.1	Cluster_132	5	5	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:4391:15176.1	Cluster_133	11	11	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1104:21344:25574.1	Cluster_134	4	4	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:19254:6260.1	Cluster_135	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:24423:14901.1	Cluster_136	3	3	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:4024:23019.1	Cluster_137	3	3	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:14265:18800.1	Cluster_138	3	3	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:12203:10954.1	Cluster_139	5	5	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:14792:26073.1	Cluster_140	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:17565:23443.1	Cluster_141	15	15	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:21234:6736.1	Cluster_142	4	4	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:17709:5155.1	Cluster_143	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:21496:12658.1	Cluster_144	4	4	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2111:20217:16215.1	Cluster_145	10	10	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:17060:18908.1	Cluster_146	4	4	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:24601:20587.1	Cluster_147	22	22	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2108:10159:16196.1	Cluster_148	8	8	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:20062:10875.1	Cluster_149	39	39	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:12144:3486.1	Cluster_150	26	26	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:7509:5761.1	Cluster_151	12	12	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:7404:14091.1	Cluster_152	8	8	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:15958:23850.1	Cluster_153	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:6421:14149.1	Cluster_154	16	16	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:16349:14406.1	Cluster_155	26	26	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:7986:15295.1	Cluster_156	6	6	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:21719:20928.1	Cluster_157	5	5	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1104:9095:27521.1	Cluster_158	8	8	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:16296:24278.1	Cluster_159	9	9	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:27849:15616.1	Cluster_160	12	12	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:19023:2917.1	Cluster_161	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:9933:23554.1	Cluster_162	9	9	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:17791:13297.1	Cluster_163	12	12	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:16204:22079.1	Cluster_164	12	12	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:25338:13302.1	Cluster_165	18	18	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:10879:13810.1	Cluster_166	54	54	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:16996:14905.1	Cluster_167	4	4	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:19274:10417.1	Cluster_168	5	5	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:18906:15022.1	Cluster_169	8	8	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:6689:17509.1	Cluster_170	15	15	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:22134:19761.1	Cluster_171	3	3	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2111:10748:23218.1	Cluster_172	8	8	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:4220:12491.1	Cluster_173	7	7	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1104:17344:7704.1	Cluster_174	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:15436:12615.1	Cluster_175	24	24	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2110:20238:10070.1	Cluster_176	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:4778:13050.1	Cluster_177	6	6	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:12382:13895.1	Cluster_178	6	6	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:16438:2618.1	Cluster_179	11	11	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:17863:17570.1	Cluster_180	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:10275:23049.1	Cluster_181	6	6	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2110:18763:18127.1	Cluster_182	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:16568:3660.1	Cluster_183	26	26	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:13580:3673.1	Cluster_184	19	19	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:21288:19422.1	Cluster_185	4	4	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2113:21903:22157.1	Cluster_186	6	6	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:13804:18177.1	Cluster_187	17	17	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:24377:17736.1	Cluster_188	3	3	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:13467:8308.1	Cluster_189	10	10	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:10691:12349.1	Cluster_190	30	30	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:21858:15339.1	Cluster_191	7	7	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:16575:4415.1	Cluster_192	26	26	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2113:25896:9423.1	Cluster_193	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:14583:18016.1	Cluster_194	13	13	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:14686:18390.1	Cluster_195	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:24553:9777.1	Cluster_196	8	8	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2108:15298:19914.1	Cluster_197	3	3	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1104:13202:4007.1	Cluster_198	12	12	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1104:7868:18724.1	Cluster_199	4	4	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:23730:7904.1	Cluster_200	35	35	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1104:20373:15703.1	Cluster_201	9	9	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2108:9511:18544.1	Cluster_202	10	10	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:28683:10452.1	Cluster_203	3	3	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:11169:18612.1	Cluster_204	34	34	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:16887:14103.1	Cluster_205	21	21	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:4500:9765.1	Cluster_206	27	27	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:14866:8932.1	Cluster_207	10	10	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:12426:18699.1	Cluster_208	6	6	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1104:6438:9350.1	Cluster_209	6	6	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:14421:19653.1	Cluster_210	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:8324:10330.1	Cluster_211	6	6	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:12451:26693.1	Cluster_212	7	7	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:26507:9752.1	Cluster_213	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:28884:17513.1	Cluster_214	4	4	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:6694:16695.1	Cluster_215	6	6	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:23517:24892.1	Cluster_216	7	7	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:15716:16523.1	Cluster_217	3	3	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:2302:12886.1	Cluster_218	8	8	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:9638:11632.1	Cluster_219	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2110:15286:10971.1	Cluster_220	39	39	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:14112:20913.1	Cluster_221	6	6	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:16999:17556.1	Cluster_222	11	11	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:15000:12540.1	Cluster_223	7	7	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2112:7986:15415.1	Cluster_224	4	4	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2108:21438:20472.1	Cluster_225	10	10	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:27782:13948.1	Cluster_226	5	5	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:20876:4048.1	Cluster_227	5	5	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2112:16836:28663.1	Cluster_228	5	5	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2108:10183:7131.1	Cluster_229	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:14382:3553.1	Cluster_230	5	5	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:18740:15600.1	Cluster_231	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:14377:8921.1	Cluster_232	11	11	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:14193:9773.1	Cluster_233	3	3	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:21084:20818.1	Cluster_234	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:24651:19571.1	Cluster_235	5	5	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:13278:21988.1	Cluster_236	8	8	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:9524:16305.1	Cluster_237	5	5	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:19920:9000.1	Cluster_238	18	18	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:18200:25422.1	Cluster_239	3	3	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1104:7596:21682.1	Cluster_240	5	5	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:19116:21079.1	Cluster_241	3	3	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:16206:5435.1	Cluster_242	26	26	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:16386:3710.1	Cluster_243	24	24	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:6517:14512.1	Cluster_244	10	10	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:20478:4376.1	Cluster_245	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2113:3977:15938.1	Cluster_246	19	19	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1104:15052:16727.1	Cluster_247	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:18747:8227.1	Cluster_248	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:23013:17782.1	Cluster_249	5	5	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2110:17692:12937.1	Cluster_250	7	7	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:6360:16370.1	Cluster_251	12	12	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:24229:16790.1	Cluster_252	8	8	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:27567:16342.1	Cluster_253	13	13	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2108:11643:21616.1	Cluster_254	38	38	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:8734:11402.1	Cluster_255	5	5	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:25395:13310.1	Cluster_256	5	5	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:22164:18563.1	Cluster_257	3	3	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:20031:16836.1	Cluster_258	49	49	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:7838:18210.1	Cluster_259	8	8	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:7946:21760.1	Cluster_260	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:10287:24265.1	Cluster_261	3	3	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:11397:14720.1	Cluster_262	4	4	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:24854:14262.1	Cluster_263	6	6	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:22774:15637.1	Cluster_264	19	19	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2113:6572:15272.1	Cluster_265	2	2	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2110:9553:12973.1	Cluster_266	9	9	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:8846:20135.1	Cluster_267	2	2	0
